Alloy,Tensile Strength: Ultimate (UTS) (psi),Melting Completion (Liquidus),Al,As,B,C,Ca,Ce,Co,Cr,Cu,Fe,La,Mg,Mn,Mo,N,Nb,Ni,O,P,Pb,S,Se,Si,Sn,Ta,Ti,V,W,Zn,Zr
ACI-ASTM-CK35MN-Cast-Stainless-Steel,650.0,1460.0,0.0,0.0,0.0,0.0175,0.0,0.0,0.0,23.0,0.2,47.6,0.0,0.0,1.0,6.4,0.265,0.0,21.0,0.0,0.0175,0.0,0.01,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACI-ASTM-CK3MCuN-1.4593-J93254-Cast-Stainless-Steel,620.0,1460.0,0.0,0.0,0.0,0.0125,0.0,0.0,0.0,20.0,0.75,52.9,0.0,0.0,0.6,6.5,0.21,0.0,18.5,0.0,0.0225,0.0,0.005,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACI-ASTM-CN3M-J94652-Cast-Stainless-Steel,500.0,1450.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,21.0,0.0,47.45,0.0,0.0,1.0,5.0,0.0,0.0,25.0,0.0,0.015,0.0,0.015,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACI-ASTM-CN3MN-J94651-Cast-Stainless-Steel,620.0,1460.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,21.0,0.375,45.85,0.0,0.0,1.0,6.5,0.22,0.0,24.5,0.0,0.02,0.0,0.005,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACI-ASTM-CN7M-J95150-Cast-Stainless-Steel,480.0,1410.0,0.0,0.0,0.0,0.035,0.0,0.0,0.0,20.5,3.5,42.95,0.0,0.0,0.75,2.5,0.0,0.0,29.0,0.0,0.02,0.0,0.02,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACI-ASTM-CN7MS-J94650-Cast-Stainless-Steel,540.0,1400.0,0.0,0.0,0.0,0.035,0.0,0.0,0.0,19.0,1.75,49.45,0.0,0.0,0.5,2.75,0.0,0.0,23.5,0.0,0.02,0.0,0.015,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACI-ASTM-CT15C-N08151-Cast-Stainless-Steel,500.0,1410.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,20.0,0.0,44.75,0.0,0.0,0.825,0.0,0.0,1.0,32.5,0.0,0.015,0.0,0.015,0.0,0.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI 201 (S20100) Stainless Steel,650.0,1410.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,17.0,0.0,71.25,0.0,0.0,6.5,0.0,0.125,0.0,4.5,0.0,0.03,0.0,0.015,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI 201L (S20103) Stainless Steel,740.0,1410.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,17.0,0.0,71.45,0.0,0.0,6.5,0.0,0.125,0.0,4.5,0.0,0.0225,0.0,0.015,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI 201LN (S20153) Stainless Steel,740.0,1410.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,16.75,0.5,70.7,0.0,0.0,6.95,0.0,0.175,0.0,4.5,0.0,0.0225,0.0,0.0075,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI 202 (S20200) Stainless Steel,700.0,1400.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,18.0,0.0,67.5,0.0,0.0,8.75,0.0,0.125,0.0,5.0,0.0,0.03,0.0,0.015,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI 204 (S20400) Stainless Steel,730.0,1410.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,16.0,0.0,73.0,0.0,0.0,8.0,0.0,0.2249999999999999,0.0,2.25,0.0,0.02,0.0,0.015,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI 205 (S20500) Stainless Steel,800.0,1380.0,0.0,0.0,0.0,0.185,0.0,0.0,0.0,17.5,0.0,65.35,0.0,0.0,14.75,0.0,0.36,0.0,1.35,0.0,0.03,0.0,0.015,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI 301 (S30100) Stainless Steel,590.0,1420.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,17.0,0.0,74.35,0.0,0.0,1.0,0.0,0.05,0.0,7.0,0.0,0.0225,0.0,0.015,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI 301L (S30103) Stainless Steel,620.0,1430.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,17.0,0.0,74.35,0.0,0.0,1.0,0.0,0.1,0.0,7.0,0.0,0.0225,0.0,0.015,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI 301LN (S30153) Stainless Steel,630.0,1430.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,17.0,0.0,74.30000000000001,0.0,0.0,1.0,0.0,0.135,0.0,7.0,0.0,0.0225,0.0,0.015,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI 302 (S30200) Stainless Steel,580.0,1420.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,18.0,0.0,71.45,0.0,0.0,1.0,0.0,0.05,0.0,9.0,0.0,0.0225,0.0,0.015,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI 302B (S30215) Stainless Steel,580.0,1400.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,18.0,0.0,69.35,0.0,0.0,1.0,0.0,0.05,0.0,9.0,0.0,0.0225,0.0,0.015,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI 303 (S30300) Stainless Steel,600.0,1450.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,18.0,0.0,71.1,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.1,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI 303Se (S30323) Stainless Steel,590.0,1420.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,18.0,0.0,71.05000000000001,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.1,0.0,0.03,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI 304 (S30400) Stainless Steel,580.0,1450.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,19.0,0.0,70.25,0.0,0.0,1.0,0.0,0.05,0.0,9.25,0.0,0.0225,0.0,0.015,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI 304Cu (S30430) Stainless Steel,530.0,1410.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,18.0,3.5,67.95,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0225,0.0,0.015,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI 304H (S30409) Stainless Steel,580.0,1430.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,19.0,0.0,70.3,0.0,0.0,1.0,0.0,0.0,0.0,9.25,0.0,0.0225,0.0,0.015,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI 304L (S30403) Stainless Steel,540.0,1450.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,19.0,0.0,69.5,0.0,0.0,1.0,0.0,0.05,0.0,10.0,0.0,0.0225,0.0,0.015,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI 304LN (S30453) Stainless Steel,580.0,1420.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,19.0,0.0,69.45,0.0,0.0,1.0,0.0,0.13,0.0,10.0,0.0,0.0225,0.0,0.015,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI 304N (S30451) Stainless Steel,620.0,1420.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,19.0,0.0,70.15,0.0,0.0,1.0,0.0,0.13,0.0,9.25,0.0,0.0225,0.0,0.015,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI 305 (S30500) Stainless Steel,580.0,1450.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,18.0,0.0,68.8,0.0,0.0,1.0,0.0,0.0,0.0,11.75,0.0,0.0225,0.0,0.015,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI 308 (S30800) Stainless Steel,590.0,1420.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,20.0,0.0,67.55,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0225,0.0,0.015,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AISI 308L (S30880,ER308) Stainless Steel",580.0,1420.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,20.75,0.0,67.15,0.0,0.0,1.75,0.0,0.0,0.0,10.0,0.0,0.015,0.0,0.015,0.0,0.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI 309 (S30900) Stainless Steel,600.0,1450.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,23.0,0.0,62.0,0.0,0.0,1.0,0.0,0.0,0.0,13.5,0.0,0.0225,0.0,0.015,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI 309Cb (S30940) Stainless Steel,580.0,1420.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,23.0,0.0,61.0,0.0,0.0,1.0,0.0,0.0,0.55,14.0,0.0,0.0225,0.0,0.015,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI 309H (S30909) Stainless Steel,580.0,1420.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,23.0,0.0,62.05,0.0,0.0,1.0,0.0,0.0,0.0,13.5,0.0,0.0225,0.0,0.015,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI 309HCb (S30941) Stainless Steel,590.0,1420.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,23.0,0.0,61.0,0.0,0.0,1.0,0.0,0.0,0.55,14.0,0.0,0.0225,0.0,0.015,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI 309S (S30908) Stainless Steel,580.0,1420.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,23.0,0.0,62.05,0.0,0.0,1.0,0.0,0.0,0.0,13.5,0.0,0.0225,0.0,0.015,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI 310 (S31000) Stainless Steel,600.0,1450.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,25.0,0.0,52.6,0.0,0.0,1.0,0.0,0.0,0.0,20.5,0.0,0.0225,0.0,0.015,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI 310Cb (S31040) Stainless Steel,580.0,1410.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,25.0,0.0,52.1,0.0,0.0,1.0,0.0,0.0,0.55,20.5,0.0,0.0225,0.0,0.015,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI 310H (S31009) Stainless Steel,580.0,1410.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,25.0,0.0,53.05,0.0,0.0,1.0,0.0,0.0,0.0,20.5,0.0,0.0225,0.0,0.015,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI 310HCb (S31041) Stainless Steel,590.0,1410.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,25.0,0.0,52.5,0.0,0.0,1.0,0.0,0.0,0.55,20.5,0.0,0.0225,0.0,0.015,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI 310MoLN (S31050) Stainless Steel,610.0,1420.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,25.0,0.0,49.5,0.0,0.0,1.0,2.1,0.12,0.0,22.0,0.0,0.015,0.0,0.005,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI 310S (S31008) Stainless Steel,600.0,1450.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,25.0,0.0,52.65,0.0,0.0,1.0,0.0,0.0,0.0,20.5,0.0,0.0225,0.0,0.015,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI 312 (S31200) Stainless Steel,780.0,1430.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,25.0,0.0,65.7,0.0,0.0,1.0,1.6,0.17,0.0,6.0,0.0,0.0225,0.0,0.015,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI 314 (S31400) Stainless Steel,590.0,1380.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,24.5,0.0,51.6,0.0,0.0,1.0,0.0,0.0,0.0,20.5,0.0,0.0225,0.0,0.015,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI 316 (S31600) Stainless Steel,520.0,1400.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,17.0,0.0,67.0,0.0,0.0,1.0,2.5,0.05,0.0,12.0,0.0,0.0225,0.0,0.015,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI 316Cb (S31640) Stainless Steel,580.0,1450.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,17.0,0.0,66.45,0.0,0.0,1.0,2.5,0.05,0.55,12.0,0.0,0.0225,0.0,0.015,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI 316H (S31609) Stainless Steel,580.0,1450.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,17.0,0.0,67.05,0.0,0.0,1.0,2.5,0.0,0.0,12.0,0.0,0.0225,0.0,0.015,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI 316L (S31603) Stainless Steel,530.0,1400.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,17.0,0.0,67.0,0.0,0.0,1.0,2.5,0.05,0.0,12.0,0.0,0.0225,0.0,0.015,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI 316LN (S31653) Stainless Steel,590.0,1450.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,17.0,0.0,66.95,0.0,0.0,1.0,2.5,0.13,0.0,12.0,0.0,0.0225,0.0,0.015,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI 316N (S31651) Stainless Steel,620.0,1440.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,17.0,0.0,66.9,0.0,0.0,1.0,2.5,0.13,0.0,12.0,0.0,0.0225,0.0,0.015,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI 316Ti (S31635) Stainless Steel,580.0,1450.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,17.0,0.0,66.65,0.0,0.0,1.0,2.5,0.05,0.0,12.0,0.0,0.0225,0.0,0.015,0.0,0.375,0.0,0.0,0.35,0.0,0.0,0.0,0.0
AISI 317 (S31700) Stainless Steel,580.0,1400.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,19.0,0.0,63.0,0.0,0.0,1.0,3.5,0.05,0.0,13.0,0.0,0.0225,0.0,0.015,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI 317L (S31703) Stainless Steel,550.0,1400.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,19.0,0.0,63.0,0.0,0.0,1.0,3.5,0.05,0.0,13.0,0.0,0.0225,0.0,0.015,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI 317LM (S31725) Stainless Steel,590.0,1460.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,19.0,0.0,59.45,0.0,0.0,1.0,4.5,0.1,0.0,15.5,0.0,0.0225,0.0,0.015,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI 317LMN (S31726) Stainless Steel,620.0,1460.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,18.5,0.0,59.900000000000006,0.0,0.0,1.0,4.5,0.15,0.0,15.5,0.0,0.0225,0.0,0.015,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI 317LN (S31753) Stainless Steel,620.0,1450.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,19.0,0.0,62.900000000000006,0.0,0.0,1.0,3.5,0.16,0.0,13.0,0.0,0.0225,0.0,0.015,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI 321 (S32100) Stainless Steel,590.0,1430.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,18.0,0.0,69.65,0.0,0.0,1.0,0.0,0.05,0.0,10.5,0.0,0.0225,0.0,0.015,0.0,0.375,0.0,0.0,0.35,0.0,0.0,0.0,0.0
AISI 321H (S32109) Stainless Steel,580.0,1430.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,18.0,0.0,69.7,0.0,0.0,1.0,0.0,0.0,0.0,10.5,0.0,0.0225,0.0,0.015,0.0,0.375,0.0,0.0,0.35,0.0,0.0,0.0,0.0
AISI 329 (S32900) Stainless Steel,710.0,1440.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,25.5,0.0,68.55,0.0,0.0,0.5,1.5,0.0,0.0,3.5,0.0,0.02,0.0,0.015,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI 334 (S33400) Stainless Steel,540.0,1410.0,0.375,0.0,0.0,0.04,0.0,0.0,0.0,19.0,0.0,59.2,0.0,0.0,0.5,0.0,0.0,0.0,20.0,0.0,0.015,0.0,0.0075,0.0,0.5,0.0,0.0,0.375,0.0,0.0,0.0,0.0
AISI 347 (S34700) Stainless Steel,610.0,1430.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,18.0,0.0,69.05,0.0,0.0,1.0,0.0,0.0,0.5,11.0,0.0,0.0225,0.0,0.015,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI 347H (S34709) Stainless Steel,580.0,1430.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,18.0,0.0,69.05,0.0,0.0,1.0,0.0,0.0,0.5,11.0,0.0,0.0225,0.0,0.015,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI 347LN (S34751) Stainless Steel,590.0,1430.0,0.0,0.0,0.0,0.0125,0.0,0.0,0.0,18.0,0.0,69.0,0.0,0.0,1.0,0.0,0.08,0.35,11.0,0.0,0.0225,0.0,0.015,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI 348 (S34800) Stainless Steel,580.0,1430.0,0.0,0.0,0.0,0.04,0.0,0.0,0.1,18.0,0.0,68.9,0.0,0.0,1.0,0.0,0.0,0.5,11.0,0.0,0.0225,0.0,0.015,0.0,0.375,0.0,0.05,0.0,0.0,0.0,0.0,0.0
AISI 348H (S34809) Stainless Steel,580.0,1430.0,0.0,0.0,0.0,0.07,0.0,0.0,0.1,18.0,0.0,68.69999999999999,0.0,0.0,1.0,0.0,0.0,0.66,11.0,0.0,0.0225,0.0,0.015,0.0,0.375,0.0,0.05,0.0,0.0,0.0,0.0,0.0
AISI 384 (S38400) Stainless Steel,480.0,1420.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,16.0,0.0,64.45,0.0,0.0,1.0,0.0,0.0,0.0,18.0,0.0,0.0225,0.0,0.015,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI 403 (S40300) Stainless Steel,530.0,1450.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,12.25,0.0,86.6,0.0,0.0,0.5,0.0,0.0,0.0,0.3,0.0,0.02,0.0,0.015,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI 410 (S41000) Stainless Steel,520.0,1530.0,0.0,0.0,0.0,0.1149999999999999,0.0,0.0,0.0,12.5,0.0,85.95,0.0,0.0,0.5,0.0,0.0,0.0,0.375,0.0,0.02,0.0,0.015,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AISI 410Cb (XM-30,S41040) Stainless Steel",550.0,1450.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,12.0,0.0,86.75,0.0,0.0,0.5,0.0,0.0,0.175,0.0,0.0,0.02,0.0,0.015,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI 410S (S41008) Stainless Steel,480.0,1440.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,12.5,0.0,86.15,0.0,0.0,0.5,0.0,0.0,0.0,0.3,0.0,0.02,0.0,0.015,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI 414 (S41400) Stainless Steel,900.0,1440.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,12.5,0.0,84.55,0.0,0.0,0.5,0.0,0.0,0.0,1.9,0.0,0.02,0.0,0.015,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI 415 (S41500) Stainless Steel,900.0,1450.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,12.75,0.0,80.9,0.0,0.0,0.75,0.75,0.0,0.0,4.5,0.0,0.015,0.0,0.015,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI 416 (S41600) Stainless Steel,510.0,1530.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,13.0,0.0,85.55000000000001,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI 416Se (S41623) Stainless Steel,540.0,1440.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,13.0,0.0,85.5,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AISI 418 (Alloy 615,S41800) Stainless Steel",1100.0,1500.0,0.0,0.0,0.0,0.175,0.0,0.0,0.0,13.0,0.0,81.05,0.0,0.0,0.25,0.25,0.0,0.0,2.0,0.0,0.02,0.0,0.015,0.0,0.25,0.0,0.0,0.0,0.0,3.0,0.0,0.0
AISI 420 (S42000) Stainless Steel,690.0,1510.0,0.0,0.0,0.0,0.275,0.0,0.0,0.0,13.0,0.0,85.1,0.0,0.0,0.5,0.25,0.0,0.0,0.375,0.0,0.02,0.0,0.015,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI 420F (S42020) Stainless Steel,740.0,1440.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,13.0,0.0,85.0,0.0,0.0,0.65,0.25,0.0,0.0,0.0,0.0,0.03,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AISI 422 (Alloy 616,S42200) Stainless Steel",910.0,1480.0,0.0,0.0,0.0,0.225,0.0,0.0,0.0,11.75,0.0,83.85,0.0,0.0,0.75,1.1,0.0,0.0,0.75,0.0,0.0125,0.0,0.0125,0.0,0.25,0.0,0.0,0.0,0.25,1.1,0.0,0.0
AISI 431 (S43100) Stainless Steel,890.0,1510.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,16.0,0.0,81.0,0.0,0.0,0.5,0.0,0.0,0.0,1.9,0.0,0.02,0.0,0.015,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI 440A (S44002) Stainless Steel,730.0,1480.0,0.0,0.0,0.0,0.675,0.0,0.0,0.0,17.0,0.0,80.9,0.0,0.0,0.5,0.375,0.0,0.0,0.0,0.0,0.02,0.0,0.0075,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI 440B (S44003) Stainless Steel,740.0,1480.0,0.0,0.0,0.0,0.875,0.0,0.0,0.0,17.0,0.0,80.75,0.0,0.0,0.5,0.375,0.0,0.0,0.0,0.0,0.02,0.0,0.0075,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI 440C (S44004) Stainless Steel,710.0,1480.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,17.0,0.0,80.55,0.0,0.0,0.5,0.375,0.0,0.0,0.0,0.0,0.02,0.0,0.0075,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI W1 (T72301) Water-Hardening Steel,590.0,1450.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.075,0.1,97.65,0.0,0.0,0.54,0.05,0.0,0.0,0.1,0.0,0.0125,0.0,0.0125,0.0,0.25,0.0,0.0,0.0,0.05,0.075,0.0,0.0
AISI W2 (T72302) Water-Hardening Steel,580.0,1450.0,0.0,0.0,0.0,1.175,0.0,0.0,0.0,0.075,0.1,97.4,0.0,0.0,0.5449999999999999,0.05,0.0,0.0,0.1,0.0,0.0125,0.0,0.0125,0.0,0.25,0.0,0.0,0.0,0.25,0.075,0.0,0.0
AISI W5 (T72305) Water-Hardening Steel,600.0,1450.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.5,0.1,97.5,0.0,0.0,0.25,0.05,0.0,0.0,0.1,0.0,0.015,0.0,0.015,0.0,0.25,0.0,0.0,0.0,0.05,0.075,0.0,0.0
AISI-201-S20100-Stainless-Steel,652.4829777576033,1410.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,17.0,0.0,71.25,0.0,0.0,6.5,0.0,0.125,0.0,4.5,0.0,0.03,0.0,0.015,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI-201L-S20103-Stainless-Steel,652.4829777576033,1410.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,17.0,0.0,71.45,0.0,0.0,6.5,0.0,0.125,0.0,4.5,0.0,0.0225,0.0,0.015,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI-201LN-S20153-Stainless-Steel,652.4829777576033,1410.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,16.75,0.5,70.7,0.0,0.0,6.95,0.0,0.175,0.0,4.5,0.0,0.0225,0.0,0.0075,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI-202-S20200-Stainless-Steel,652.4829777576033,1400.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,18.0,0.0,67.5,0.0,0.0,8.75,0.0,0.125,0.0,5.0,0.0,0.03,0.0,0.015,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI-204-S20400-Stainless-Steel,652.4829777576033,1410.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,16.0,0.0,73.0,0.0,0.0,8.0,0.0,0.2249999999999999,0.0,2.25,0.0,0.02,0.0,0.015,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI-205-S20500-Stainless-Steel,652.4829777576033,1380.0,0.0,0.0,0.0,0.185,0.0,0.0,0.0,17.5,0.0,65.35,0.0,0.0,14.75,0.0,0.36,0.0,1.35,0.0,0.03,0.0,0.015,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI-301-S30100-Stainless-Steel,652.4829777576033,1420.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,17.0,0.0,74.35,0.0,0.0,1.0,0.0,0.05,0.0,7.0,0.0,0.0225,0.0,0.015,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISI-301L-S30103-Stainless-Steel,652.4829777576033,1430.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,17.0,0.0,74.35,0.0,0.0,1.0,0.0,0.1,0.0,7.0,0.0,0.0225,0.0,0.015,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
